Data_Type,dt_time,Location,Business Unit,Interval_Hrs,Call_Volume,AHT_Secs,ASA_Secs,ASA_Target_Secs,Actual_SL,Service Level Target,Shrinkage,Occupancy_Target,Positions_No_Shrinkage,Positions_With_Shrinkage,service_level,occupancy,waiting_probability,Labor Hours Needed - Post Shrinkage Occ
Historical,2025-03-25 11:00:00,TOTAL,Answerlink,1.0,27,588.25,0.0,30.0,,0.8,0.21,0.85,7,9,0.82,0.63,0.2,9.0
Historical,2025-03-25 12:00:00,TOTAL,Answerlink,1.0,23,749.4,0.0,30.0,,0.8,0.21,0.85,8,11,0.88,0.6,0.14,11.0
Historical,2025-03-25 13:00:00,TOTAL,Answerlink,1.0,22,583.52,0.0,30.0,,0.8,0.21,0.85,6,8,0.83,0.59,0.19,8.0
Historical,2025-03-25 14:00:00,TOTAL,Answerlink,1.0,21,602.26,0.0,30.0,,0.8,0.21,0.85,6,8,0.84,0.59,0.18,8.0
Historical,2025-03-25 15:00:00,TOTAL,Answerlink,1.0,25,758.74,0.0,30.0,,0.8,0.21,0.85,8,11,0.81,0.66,0.21,11.0
Historical,2025-03-25 16:00:00,TOTAL,Answerlink,1.0,17,635.62,0.0,30.0,,0.8,0.21,0.85,6,8,0.91,0.5,0.1,8.0
Historical,2025-03-25 17:00:00,TOTAL,Answerlink,1.0,7,628.65,0.0,30.0,,0.8,0.21,0.85,3,4,0.86,0.41,0.15,4.0
Historical,2025-03-25 18:00:00,TOTAL,Answerlink,1.0,6,494.96,0.0,30.0,,0.8,0.21,0.85,3,4,0.95,0.27,0.06,4.0
Historical,2025-03-25 19:00:00,TOTAL,Answerlink,1.0,4,796.75,0.0,30.0,,0.8,0.21,0.85,3,4,0.94,0.3,0.07,4.0
Historical,2025-03-25 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-25 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-25 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-25 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-26 07:00:00,TOTAL,Answerlink,1.0,2,191.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.91,0.11,0.11,2.0
Historical,2025-03-26 08:00:00,TOTAL,Answerlink,1.0,16,330.8,0.0,30.0,,0.8,0.21,0.85,3,4,0.8,0.49,0.23,4.0
Historical,2025-03-26 09:00:00,TOTAL,Answerlink,1.0,30,520.0,0.0,30.0,,0.8,0.21,0.85,7,9,0.84,0.62,0.19,9.0
Historical,2025-03-26 10:00:00,TOTAL,Answerlink,1.0,23,599.23,0.0,30.0,,0.8,0.21,0.85,7,9,0.9,0.55,0.11,9.0
Historical,2025-03-26 11:00:00,TOTAL,Answerlink,1.0,30,506.65,0.0,30.0,,0.8,0.21,0.85,7,9,0.86,0.6,0.17,9.0
Historical,2025-03-26 12:00:00,TOTAL,Answerlink,1.0,22,806.87,0.0,30.0,,0.8,0.21,0.85,8,11,0.86,0.62,0.16,11.0
Historical,2025-03-26 13:00:00,TOTAL,Answerlink,1.0,23,755.93,0.0,30.0,,0.8,0.21,0.85,8,11,0.87,0.6,0.14,11.0
Historical,2025-03-26 14:00:00,TOTAL,Answerlink,1.0,27,703.51,0.0,30.0,,0.8,0.21,0.85,8,11,0.81,0.66,0.21,11.0
Historical,2025-03-26 15:00:00,TOTAL,Answerlink,1.0,20,662.86,0.0,30.0,,0.8,0.21,0.85,6,8,0.81,0.61,0.21,8.0
Historical,2025-03-26 16:00:00,TOTAL,Answerlink,1.0,22,551.51,0.0,30.0,,0.8,0.21,0.85,6,8,0.87,0.56,0.15,8.0
Historical,2025-03-26 17:00:00,TOTAL,Answerlink,1.0,10,701.46,0.0,30.0,,0.8,0.21,0.85,4,6,0.85,0.49,0.16,6.0
Historical,2025-03-26 18:00:00,TOTAL,Answerlink,1.0,2,916.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.9,0.25,0.1,3.0
Historical,2025-03-26 19:00:00,TOTAL,Answerlink,1.0,3,152.5,0.0,30.0,,0.8,0.21,0.85,1,2,0.89,0.13,0.13,2.0
Historical,2025-03-26 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-26 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-26 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-26 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-27 07:00:00,TOTAL,Answerlink,1.0,5,377.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.9,0.26,0.11,3.0
Historical,2025-03-27 08:00:00,TOTAL,Answerlink,1.0,14,460.07,0.0,30.0,,0.8,0.21,0.85,4,6,0.89,0.45,0.13,6.0
Historical,2025-03-27 09:00:00,TOTAL,Answerlink,1.0,32,472.05,0.0,30.0,,0.8,0.21,0.85,7,9,0.86,0.6,0.16,9.0
Historical,2025-03-27 10:00:00,TOTAL,Answerlink,1.0,22,923.37,0.0,30.0,,0.8,0.21,0.85,9,12,0.87,0.63,0.15,12.0
Historical,2025-03-27 11:00:00,TOTAL,Answerlink,1.0,24,599.1,0.0,30.0,,0.8,0.21,0.85,7,9,0.88,0.57,0.13,9.0
Historical,2025-03-27 12:00:00,TOTAL,Answerlink,1.0,26,555.0,0.0,30.0,,0.8,0.21,0.85,7,9,0.88,0.57,0.14,9.0
Historical,2025-03-27 13:00:00,TOTAL,Answerlink,1.0,30,629.24,0.0,30.0,,0.8,0.21,0.85,8,11,0.82,0.66,0.21,11.0
Historical,2025-03-27 14:00:00,TOTAL,Answerlink,1.0,22,695.66,0.0,30.0,,0.8,0.21,0.85,7,9,0.85,0.61,0.17,9.0
Historical,2025-03-27 15:00:00,TOTAL,Answerlink,1.0,19,711.12,0.0,30.0,,0.8,0.21,0.85,7,9,0.91,0.54,0.1,9.0
Historical,2025-03-27 16:00:00,TOTAL,Answerlink,1.0,12,424.83,0.0,30.0,,0.8,0.21,0.85,3,4,0.81,0.47,0.21,4.0
Historical,2025-03-27 17:00:00,TOTAL,Answerlink,1.0,9,303.13,0.0,30.0,,0.8,0.21,0.85,2,3,0.82,0.38,0.21,3.0
Historical,2025-03-27 18:00:00,TOTAL,Answerlink,1.0,4,1048.75,0.0,30.0,,0.8,0.21,0.85,3,4,0.88,0.39,0.13,4.0
Historical,2025-03-27 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-27 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-27 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-27 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-27 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-28 07:00:00,TOTAL,Answerlink,1.0,5,491.4,0.0,30.0,,0.8,0.21,0.85,2,3,0.84,0.34,0.17,3.0
Historical,2025-03-28 08:00:00,TOTAL,Answerlink,1.0,14,817.61,0.0,30.0,,0.8,0.21,0.85,6,8,0.89,0.53,0.12,8.0
Historical,2025-03-28 09:00:00,TOTAL,Answerlink,1.0,21,669.34,0.0,30.0,,0.8,0.21,0.85,7,9,0.89,0.56,0.12,9.0
Historical,2025-03-28 10:00:00,TOTAL,Answerlink,1.0,22,707.68,0.0,30.0,,0.8,0.21,0.85,7,9,0.83,0.62,0.19,9.0
Historical,2025-03-28 11:00:00,TOTAL,Answerlink,1.0,26,767.15,0.0,30.0,,0.8,0.21,0.85,9,12,0.88,0.62,0.13,12.0
Historical,2025-03-28 12:00:00,TOTAL,Answerlink,1.0,16,770.78,0.0,30.0,,0.8,0.21,0.85,6,8,0.85,0.57,0.16,8.0
Historical,2025-03-28 13:00:00,TOTAL,Answerlink,1.0,21,451.33,0.0,30.0,,0.8,0.21,0.85,5,7,0.87,0.53,0.15,7.0
Historical,2025-03-28 14:00:00,TOTAL,Answerlink,1.0,17,704.7,0.0,30.0,,0.8,0.21,0.85,6,8,0.87,0.55,0.15,8.0
Historical,2025-03-28 15:00:00,TOTAL,Answerlink,1.0,23,599.73,0.0,30.0,,0.8,0.21,0.85,7,9,0.9,0.55,0.11,9.0
Historical,2025-03-28 16:00:00,TOTAL,Answerlink,1.0,25,536.33,0.0,30.0,,0.8,0.21,0.85,6,8,0.8,0.62,0.22,8.0
Historical,2025-03-28 17:00:00,TOTAL,Answerlink,1.0,14,487.72,0.0,30.0,,0.8,0.21,0.85,4,6,0.87,0.47,0.15,6.0
Historical,2025-03-28 18:00:00,TOTAL,Answerlink,1.0,3,561.67,0.0,30.0,,0.8,0.21,0.85,2,3,0.92,0.23,0.09,3.0
Historical,2025-03-28 19:00:00,TOTAL,Answerlink,1.0,2,526.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.97,0.15,0.04,3.0
Historical,2025-03-28 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-28 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-28 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-28 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-29 07:00:00,TOTAL,Answerlink,1.0,1,284.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.93,0.08,0.08,2.0
Historical,2025-03-29 08:00:00,TOTAL,Answerlink,1.0,10,381.17,0.0,30.0,,0.8,0.21,0.85,3,4,0.91,0.35,0.1,4.0
Historical,2025-03-29 09:00:00,TOTAL,Answerlink,1.0,14,531.93,0.0,30.0,,0.8,0.21,0.85,4,6,0.83,0.52,0.19,6.0
Historical,2025-03-29 10:00:00,TOTAL,Answerlink,1.0,15,533.07,0.0,30.0,,0.8,0.21,0.85,5,7,0.93,0.44,0.09,7.0
Historical,2025-03-29 11:00:00,TOTAL,Answerlink,1.0,11,657.5,0.0,30.0,,0.8,0.21,0.85,4,6,0.84,0.5,0.18,6.0
Historical,2025-03-29 12:00:00,TOTAL,Answerlink,1.0,8,680.0,0.0,30.0,,0.8,0.21,0.85,4,6,0.93,0.38,0.08,6.0
Historical,2025-03-29 13:00:00,TOTAL,Answerlink,1.0,4,718.2,0.0,30.0,,0.8,0.21,0.85,3,4,0.95,0.27,0.05,4.0
Historical,2025-03-29 14:00:00,TOTAL,Answerlink,1.0,2,541.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.96,0.15,0.04,3.0
Historical,2025-03-29 15:00:00,TOTAL,Answerlink,1.0,1,0.0,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-29 16:00:00,TOTAL,Answerlink,1.0,1,507.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.87,0.14,0.14,2.0
Historical,2025-03-29 17:00:00,TOTAL,Answerlink,1.0,1,0.0,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-29 18:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-29 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-29 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-29 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-30 07:00:00,TOTAL,Answerlink,1.0,1,0.0,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-30 08:00:00,TOTAL,Answerlink,1.0,2,924.67,0.0,30.0,,0.8,0.21,0.85,2,3,0.9,0.26,0.1,3.0
Historical,2025-03-30 09:00:00,TOTAL,Answerlink,1.0,9,401.67,0.0,30.0,,0.8,0.21,0.85,3,4,0.92,0.33,0.09,4.0
Historical,2025-03-30 10:00:00,TOTAL,Answerlink,1.0,5,676.17,0.0,30.0,,0.8,0.21,0.85,3,4,0.93,0.31,0.08,4.0
Historical,2025-03-30 11:00:00,TOTAL,Answerlink,1.0,2,709.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.94,0.2,0.06,3.0
Historical,2025-03-30 12:00:00,TOTAL,Answerlink,1.0,3,865.8,0.0,30.0,,0.8,0.21,0.85,2,3,0.82,0.36,0.19,3.0
Historical,2025-03-30 13:00:00,TOTAL,Answerlink,1.0,8,499.67,0.0,30.0,,0.8,0.21,0.85,3,4,0.9,0.37,0.12,4.0
Historical,2025-03-30 14:00:00,TOTAL,Answerlink,1.0,4,552.66,0.0,30.0,,0.8,0.21,0.85,2,3,0.87,0.31,0.14,3.0
Historical,2025-03-30 15:00:00,TOTAL,Answerlink,1.0,3,992.33,0.0,30.0,,0.8,0.21,0.85,3,4,0.95,0.28,0.06,4.0
Historical,2025-03-30 16:00:00,TOTAL,Answerlink,1.0,4,465.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.9,0.26,0.11,3.0
Historical,2025-03-30 17:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-30 18:00:00,TOTAL,Answerlink,1.0,1,469.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.88,0.13,0.13,2.0
Historical,2025-03-30 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-30 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-30 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-31 07:00:00,TOTAL,Answerlink,1.0,1,388.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.9,0.11,0.11,2.0
Historical,2025-03-31 08:00:00,TOTAL,Answerlink,1.0,15,507.8,0.0,30.0,,0.8,0.21,0.85,4,6,0.82,0.53,0.2,6.0
Historical,2025-03-31 09:00:00,TOTAL,Answerlink,1.0,33,535.77,0.0,30.0,,0.8,0.21,0.85,8,11,0.87,0.61,0.15,11.0
Historical,2025-03-31 10:00:00,TOTAL,Answerlink,1.0,28,510.97,0.0,30.0,,0.8,0.21,0.85,7,9,0.89,0.57,0.13,9.0
Historical,2025-03-31 11:00:00,TOTAL,Answerlink,1.0,26,573.19,0.0,30.0,,0.8,0.21,0.85,7,9,0.87,0.59,0.16,9.0
Historical,2025-03-31 12:00:00,TOTAL,Answerlink,1.0,26,545.08,0.0,30.0,,0.8,0.21,0.85,7,9,0.89,0.56,0.13,9.0
Historical,2025-03-31 13:00:00,TOTAL,Answerlink,1.0,24,758.13,0.0,30.0,,0.8,0.21,0.85,8,11,0.84,0.63,0.18,11.0
Historical,2025-03-31 14:00:00,TOTAL,Answerlink,1.0,30,525.11,0.0,30.0,,0.8,0.21,0.85,7,9,0.83,0.63,0.19,9.0
Historical,2025-03-31 15:00:00,TOTAL,Answerlink,1.0,24,441.13,0.0,30.0,,0.8,0.21,0.85,5,7,0.81,0.59,0.22,7.0
Historical,2025-03-31 16:00:00,TOTAL,Answerlink,1.0,32,423.17,0.0,30.0,,0.8,0.21,0.85,6,8,0.8,0.63,0.23,8.0
Historical,2025-03-31 17:00:00,TOTAL,Answerlink,1.0,9,766.22,0.0,30.0,,0.8,0.21,0.85,4,6,0.86,0.48,0.15,6.0
Historical,2025-03-31 18:00:00,TOTAL,Answerlink,1.0,5,686.13,0.0,30.0,,0.8,0.21,0.85,3,4,0.93,0.32,0.08,4.0
Historical,2025-03-31 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-31 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-31 21:00:00,TOTAL,Answerlink,1.0,2,357.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.81,0.2,0.2,2.0
Historical,2025-03-31 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-03-31 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-04-01 07:00:00,TOTAL,Answerlink,1.0,7,514.93,0.0,30.0,,0.8,0.21,0.85,3,4,0.92,0.33,0.09,4.0
Historical,2025-04-01 08:00:00,TOTAL,Answerlink,1.0,18,618.33,0.0,30.0,,0.8,0.21,0.85,6,8,0.9,0.52,0.11,8.0
Historical,2025-04-01 09:00:00,TOTAL,Answerlink,1.0,29,569.01,0.0,30.0,,0.8,0.21,0.85,8,11,0.91,0.57,0.11,11.0
Historical,2025-04-01 10:00:00,TOTAL,Answerlink,1.0,21,466.21,0.0,30.0,,0.8,0.21,0.85,5,7,0.85,0.54,0.17,7.0
Historical,2025-04-01 11:00:00,TOTAL,Answerlink,1.0,28,498.55,0.0,30.0,,0.8,0.21,0.85,7,9,0.9,0.55,0.12,9.0
Historical,2025-04-01 12:00:00,TOTAL,Answerlink,1.0,26,662.95,0.0,30.0,,0.8,0.21,0.85,8,11,0.88,0.6,0.14,11.0
Historical,2025-04-01 13:00:00,TOTAL,Answerlink,1.0,31,613.81,0.0,30.0,,0.8,0.21,0.85,8,11,0.81,0.66,0.21,11.0
Historical,2025-04-01 14:00:00,TOTAL,Answerlink,1.0,38,454.96,0.0,30.0,,0.8,0.21,0.85,8,11,0.89,0.6,0.14,11.0
Historical,2025-04-01 15:00:00,TOTAL,Answerlink,1.0,22,465.55,0.0,30.0,,0.8,0.21,0.85,5,7,0.83,0.57,0.2,7.0
Historical,2025-04-01 16:00:00,TOTAL,Answerlink,1.0,24,525.76,0.0,30.0,,0.8,0.21,0.85,6,8,0.85,0.58,0.18,8.0
Historical,2025-04-01 17:00:00,TOTAL,Answerlink,1.0,8,419.17,0.0,30.0,,0.8,0.21,0.85,3,4,0.93,0.31,0.08,4.0
Historical,2025-04-01 18:00:00,TOTAL,Answerlink,1.0,12,431.92,0.0,30.0,,0.8,0.21,0.85,3,4,0.81,0.48,0.22,4.0
Historical,2025-04-01 19:00:00,TOTAL,Answerlink,1.0,3,508.67,0.0,30.0,,0.8,0.21,0.85,2,3,0.93,0.21,0.07,3.0
Historical,2025-04-01 20:00:00,TOTAL,Answerlink,1.0,1,181.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.96,0.05,0.05,2.0
Historical,2025-04-01 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-04-01 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-04-01 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-04-02 07:00:00,TOTAL,Answerlink,1.0,6,609.84,0.0,30.0,,0.8,0.21,0.85,3,4,0.91,0.34,0.09,4.0
Historical,2025-04-02 08:00:00,TOTAL,Answerlink,1.0,14,557.57,0.0,30.0,,0.8,0.21,0.85,4,6,0.8,0.54,0.22,6.0
Historical,2025-04-02 09:00:00,TOTAL,Answerlink,1.0,20,551.82,0.0,30.0,,0.8,0.21,0.85,6,8,0.91,0.51,0.11,8.0
Historical,2025-04-02 10:00:00,TOTAL,Answerlink,1.0,35,601.62,0.0,30.0,,0.8,0.21,0.85,9,12,0.85,0.65,0.17,12.0
Historical,2025-04-02 11:00:00,TOTAL,Answerlink,1.0,33,635.42,0.0,30.0,,0.8,0.21,0.85,9,12,0.85,0.65,0.17,12.0
Historical,2025-04-02 12:00:00,TOTAL,Answerlink,1.0,28,502.2,0.0,30.0,,0.8,0.21,0.85,7,9,0.9,0.56,0.12,9.0
Historical,2025-04-02 13:00:00,TOTAL,Answerlink,1.0,25,450.01,0.0,30.0,,0.8,0.21,0.85,6,8,0.9,0.52,0.12,8.0
Historical,2025-04-02 14:00:00,TOTAL,Answerlink,1.0,25,483.69,0.0,30.0,,0.8,0.21,0.85,6,8,0.87,0.56,0.15,8.0
Historical,2025-04-02 15:00:00,TOTAL,Answerlink,1.0,26,619.08,0.0,30.0,,0.8,0.21,0.85,7,9,0.81,0.64,0.21,9.0
Historical,2025-04-02 16:00:00,TOTAL,Answerlink,1.0,20,725.83,0.0,30.0,,0.8,0.21,0.85,7,9,0.88,0.58,0.14,9.0
Historical,2025-04-02 17:00:00,TOTAL,Answerlink,1.0,10,485.44,0.0,30.0,,0.8,0.21,0.85,3,4,0.83,0.45,0.19,4.0
Historical,2025-04-02 18:00:00,TOTAL,Answerlink,1.0,11,398.2,0.0,30.0,,0.8,0.21,0.85,3,4,0.87,0.41,0.15,4.0
Historical,2025-04-02 19:00:00,TOTAL,Answerlink,1.0,6,420.29,0.0,30.0,,0.8,0.21,0.85,2,3,0.83,0.35,0.18,3.0
Historical,2025-04-02 20:00:00,TOTAL,Answerlink,1.0,3,186.33,0.0,30.0,,0.8,0.21,0.85,1,2,0.86,0.16,0.16,2.0
Historical,2025-04-02 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-04-02 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-04-02 23:00:00,TOTAL,Answerlink,1.0,1,128.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.97,0.04,0.04,2.0
Historical,2025-04-03 07:00:00,TOTAL,Answerlink,1.0,4,436.25,0.0,30.0,,0.8,0.21,0.85,2,3,0.91,0.24,0.09,3.0
Historical,2025-04-03 08:00:00,TOTAL,Answerlink,1.0,14,325.97,0.0,30.0,,0.8,0.21,0.85,3,4,0.86,0.42,0.16,4.0
Historical,2025-04-03 09:00:00,TOTAL,Answerlink,1.0,30,466.67,0.0,30.0,,0.8,0.21,0.85,7,9,0.9,0.56,0.12,9.0
Historical,2025-04-03 10:00:00,TOTAL,Answerlink,1.0,32,647.04,0.0,30.0,,0.8,0.21,0.85,9,12,0.86,0.64,0.16,12.0
Historical,2025-04-03 11:00:00,TOTAL,Answerlink,1.0,29,536.4,0.0,30.0,,0.8,0.21,0.85,7,9,0.84,0.62,0.19,9.0
Historical,2025-04-03 12:00:00,TOTAL,Answerlink,1.0,21,659.13,0.0,30.0,,0.8,0.21,0.85,7,9,0.9,0.55,0.11,9.0
Historical,2025-04-03 13:00:00,TOTAL,Answerlink,1.0,35,517.43,0.0,30.0,,0.8,0.21,0.85,8,11,0.86,0.63,0.17,11.0
Historical,2025-04-03 14:00:00,TOTAL,Answerlink,1.0,32,604.19,0.0,30.0,,0.8,0.21,0.85,8,11,0.8,0.67,0.23,11.0
Historical,2025-04-03 15:00:00,TOTAL,Answerlink,1.0,25,654.38,0.0,30.0,,0.8,0.21,0.85,8,11,0.91,0.57,0.11,11.0
Historical,2025-04-03 16:00:00,TOTAL,Answerlink,1.0,29,518.34,0.0,30.0,,0.8,0.21,0.85,7,9,0.86,0.6,0.16,9.0
Historical,2025-04-03 17:00:00,TOTAL,Answerlink,1.0,8,458.63,0.0,30.0,,0.8,0.21,0.85,3,4,0.92,0.34,0.1,4.0
Historical,2025-04-03 18:00:00,TOTAL,Answerlink,1.0,12,506.29,0.0,30.0,,0.8,0.21,0.85,4,6,0.91,0.42,0.11,6.0
Historical,2025-04-03 19:00:00,TOTAL,Answerlink,1.0,1,563.67,0.0,30.0,,0.8,0.21,0.85,1,2,0.85,0.16,0.16,2.0
Historical,2025-04-03 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-04-03 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-04-03 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-04-03 23:00:00,TOTAL,Answerlink,1.0,1,314.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.92,0.09,0.09,2.0
Historical,2025-04-04 07:00:00,TOTAL,Answerlink,1.0,1,403.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.9,0.11,0.11,2.0
Historical,2025-04-04 08:00:00,TOTAL,Answerlink,1.0,26,429.06,0.0,30.0,,0.8,0.21,0.85,6,8,0.91,0.52,0.11,8.0
Historical,2025-04-04 09:00:00,TOTAL,Answerlink,1.0,24,503.73,0.0,30.0,,0.8,0.21,0.85,6,8,0.87,0.56,0.15,8.0
Historical,2025-04-04 10:00:00,TOTAL,Answerlink,1.0,24,517.91,0.0,30.0,,0.8,0.21,0.85,6,8,0.85,0.58,0.17,8.0
Historical,2025-04-04 11:00:00,TOTAL,Answerlink,1.0,27,603.51,0.0,30.0,,0.8,0.21,0.85,7,9,0.8,0.65,0.22,9.0
Historical,2025-04-04 12:00:00,TOTAL,Answerlink,1.0,31,545.62,0.0,30.0,,0.8,0.21,0.85,8,11,0.89,0.59,0.13,11.0
Historical,2025-04-04 13:00:00,TOTAL,Answerlink,1.0,26,662.35,0.0,30.0,,0.8,0.21,0.85,8,11,0.88,0.6,0.14,11.0
Historical,2025-04-04 14:00:00,TOTAL,Answerlink,1.0,33,437.6,0.0,30.0,,0.8,0.21,0.85,7,9,0.89,0.57,0.14,9.0
Historical,2025-04-04 15:00:00,TOTAL,Answerlink,1.0,26,509.35,0.0,30.0,,0.8,0.21,0.85,6,8,0.81,0.61,0.21,8.0
Historical,2025-04-04 16:00:00,TOTAL,Answerlink,1.0,19,720.98,0.0,30.0,,0.8,0.21,0.85,7,9,0.9,0.54,0.11,9.0
Historical,2025-04-04 17:00:00,TOTAL,Answerlink,1.0,8,518.08,0.0,30.0,,0.8,0.21,0.85,3,4,0.89,0.38,0.13,4.0
Historical,2025-04-04 18:00:00,TOTAL,Answerlink,1.0,4,754.0,0.0,30.0,,0.8,0.21,0.85,3,4,0.95,0.28,0.06,4.0
