Data_Type,dt_time,Location,Business Unit,Interval_Hrs,Call_Volume,AHT_Secs,ASA_Secs,ASA_Target_Secs,Actual_SL,Service Level Target,Shrinkage,Occupancy_Target,Positions_No_Shrinkage,Positions_With_Shrinkage,service_level,occupancy,waiting_probability,Labor Hours Needed - Post Shrinkage Occ
Historical,2025-12-15 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-15 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-15 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-15 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-16 07:00:00,TOTAL,Answerlink,1.0,1,444.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.88,0.12,0.12,2.0
Historical,2025-12-16 08:00:00,TOTAL,Answerlink,1.0,8,328.84,0.0,30.0,,0.8,0.21,0.85,2,3,0.83,0.37,0.2,3.0
Historical,2025-12-16 09:00:00,TOTAL,Answerlink,1.0,13,504.29,0.0,30.0,,0.8,0.21,0.85,4,6,0.88,0.46,0.13,6.0
Historical,2025-12-16 10:00:00,TOTAL,Answerlink,1.0,14,647.17,0.0,30.0,,0.8,0.21,0.85,5,7,0.88,0.5,0.13,7.0
Historical,2025-12-16 11:00:00,TOTAL,Answerlink,1.0,12,638.07,0.0,30.0,,0.8,0.21,0.85,4,6,0.81,0.53,0.21,6.0
Historical,2025-12-16 12:00:00,TOTAL,Answerlink,1.0,12,751.26,0.0,30.0,,0.8,0.21,0.85,5,7,0.88,0.5,0.13,7.0
Historical,2025-12-16 13:00:00,TOTAL,Answerlink,1.0,11,465.73,0.0,30.0,,0.8,0.21,0.85,3,4,0.81,0.47,0.21,4.0
Historical,2025-12-16 14:00:00,TOTAL,Answerlink,1.0,17,467.67,0.0,30.0,,0.8,0.21,0.85,5,7,0.93,0.44,0.09,7.0
Historical,2025-12-16 15:00:00,TOTAL,Answerlink,1.0,15,649.69,0.0,30.0,,0.8,0.21,0.85,5,7,0.85,0.54,0.17,7.0
Historical,2025-12-16 16:00:00,TOTAL,Answerlink,1.0,12,621.45,0.0,30.0,,0.8,0.21,0.85,4,6,0.83,0.52,0.19,6.0
Historical,2025-12-16 17:00:00,TOTAL,Answerlink,1.0,1,887.25,0.0,30.0,,0.8,0.21,0.85,2,3,0.97,0.12,0.03,3.0
Historical,2025-12-16 18:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-16 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-16 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-16 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-16 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-16 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-17 07:00:00,TOTAL,Answerlink,1.0,2,605.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.96,0.17,0.05,3.0
Historical,2025-12-17 08:00:00,TOTAL,Answerlink,1.0,11,446.26,0.0,30.0,,0.8,0.21,0.85,3,4,0.83,0.45,0.19,4.0
Historical,2025-12-17 09:00:00,TOTAL,Answerlink,1.0,16,477.08,0.0,30.0,,0.8,0.21,0.85,4,6,0.82,0.53,0.2,6.0
Historical,2025-12-17 10:00:00,TOTAL,Answerlink,1.0,11,437.91,0.0,30.0,,0.8,0.21,0.85,3,4,0.84,0.45,0.18,4.0
Historical,2025-12-17 11:00:00,TOTAL,Answerlink,1.0,18,648.88,0.0,30.0,,0.8,0.21,0.85,6,8,0.88,0.54,0.13,8.0
Historical,2025-12-17 12:00:00,TOTAL,Answerlink,1.0,21,513.58,0.0,30.0,,0.8,0.21,0.85,6,8,0.92,0.5,0.1,8.0
Historical,2025-12-17 13:00:00,TOTAL,Answerlink,1.0,14,774.83,0.0,30.0,,0.8,0.21,0.85,6,8,0.91,0.5,0.1,8.0
Historical,2025-12-17 14:00:00,TOTAL,Answerlink,1.0,9,567.87,0.0,30.0,,0.8,0.21,0.85,3,4,0.81,0.47,0.21,4.0
Historical,2025-12-17 15:00:00,TOTAL,Answerlink,1.0,15,590.14,0.0,30.0,,0.8,0.21,0.85,5,7,0.89,0.49,0.12,7.0
Historical,2025-12-17 16:00:00,TOTAL,Answerlink,1.0,3,770.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.85,0.32,0.16,3.0
Historical,2025-12-17 17:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-17 18:00:00,TOTAL,Answerlink,1.0,1,59.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.99,0.02,0.02,2.0
Historical,2025-12-17 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-17 20:00:00,TOTAL,Answerlink,1.0,1,474.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.88,0.13,0.13,2.0
Historical,2025-12-17 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-17 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-17 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-18 07:00:00,TOTAL,Answerlink,1.0,4,334.75,0.0,30.0,,0.8,0.21,0.85,2,3,0.95,0.19,0.06,3.0
Historical,2025-12-18 08:00:00,TOTAL,Answerlink,1.0,12,433.05,0.0,30.0,,0.8,0.21,0.85,3,4,0.81,0.48,0.22,4.0
Historical,2025-12-18 09:00:00,TOTAL,Answerlink,1.0,19,713.52,0.0,30.0,,0.8,0.21,0.85,7,9,0.91,0.54,0.1,9.0
Historical,2025-12-18 10:00:00,TOTAL,Answerlink,1.0,20,822.15,0.0,30.0,,0.8,0.21,0.85,8,11,0.9,0.57,0.11,11.0
Historical,2025-12-18 11:00:00,TOTAL,Answerlink,1.0,20,578.02,0.0,30.0,,0.8,0.21,0.85,6,8,0.89,0.54,0.13,8.0
Historical,2025-12-18 12:00:00,TOTAL,Answerlink,1.0,21,603.95,0.0,30.0,,0.8,0.21,0.85,6,8,0.84,0.59,0.18,8.0
Historical,2025-12-18 13:00:00,TOTAL,Answerlink,1.0,17,724.79,0.0,30.0,,0.8,0.21,0.85,6,8,0.85,0.57,0.16,8.0
Historical,2025-12-18 14:00:00,TOTAL,Answerlink,1.0,15,507.54,0.0,30.0,,0.8,0.21,0.85,4,6,0.82,0.53,0.2,6.0
Historical,2025-12-18 15:00:00,TOTAL,Answerlink,1.0,9,816.98,0.0,30.0,,0.8,0.21,0.85,4,6,0.83,0.51,0.18,6.0
Historical,2025-12-18 16:00:00,TOTAL,Answerlink,1.0,9,670.08,0.0,30.0,,0.8,0.21,0.85,4,6,0.91,0.42,0.1,6.0
Historical,2025-12-18 17:00:00,TOTAL,Answerlink,1.0,5,479.33,0.0,30.0,,0.8,0.21,0.85,2,3,0.85,0.33,0.17,3.0
Historical,2025-12-18 18:00:00,TOTAL,Answerlink,1.0,1,1113.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.96,0.15,0.04,3.0
Historical,2025-12-18 19:00:00,TOTAL,Answerlink,1.0,1,361.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.91,0.1,0.1,2.0
Historical,2025-12-18 20:00:00,TOTAL,Answerlink,1.0,1,283.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.93,0.08,0.08,2.0
Historical,2025-12-18 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-18 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-18 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-19 07:00:00,TOTAL,Answerlink,1.0,3,579.67,0.0,30.0,,0.8,0.21,0.85,2,3,0.91,0.24,0.09,3.0
Historical,2025-12-19 08:00:00,TOTAL,Answerlink,1.0,9,534.78,0.0,30.0,,0.8,0.21,0.85,3,4,0.83,0.45,0.18,4.0
Historical,2025-12-19 09:00:00,TOTAL,Answerlink,1.0,12,498.6,0.0,30.0,,0.8,0.21,0.85,4,6,0.91,0.42,0.1,6.0
Historical,2025-12-19 10:00:00,TOTAL,Answerlink,1.0,19,635.9,0.0,30.0,,0.8,0.21,0.85,6,8,0.87,0.56,0.15,8.0
Historical,2025-12-19 11:00:00,TOTAL,Answerlink,1.0,9,511.18,0.0,30.0,,0.8,0.21,0.85,3,4,0.85,0.43,0.16,4.0
Historical,2025-12-19 12:00:00,TOTAL,Answerlink,1.0,15,425.82,0.0,30.0,,0.8,0.21,0.85,4,6,0.89,0.44,0.12,6.0
Historical,2025-12-19 13:00:00,TOTAL,Answerlink,1.0,13,853.55,0.0,30.0,,0.8,0.21,0.85,6,8,0.9,0.51,0.11,8.0
Historical,2025-12-19 14:00:00,TOTAL,Answerlink,1.0,10,808.38,0.0,30.0,,0.8,0.21,0.85,5,7,0.92,0.45,0.09,7.0
Historical,2025-12-19 15:00:00,TOTAL,Answerlink,1.0,12,650.38,0.0,30.0,,0.8,0.21,0.85,5,7,0.93,0.43,0.08,7.0
Historical,2025-12-19 16:00:00,TOTAL,Answerlink,1.0,10,450.58,0.0,30.0,,0.8,0.21,0.85,3,4,0.86,0.42,0.16,4.0
Historical,2025-12-19 17:00:00,TOTAL,Answerlink,1.0,8,518.4,0.0,30.0,,0.8,0.21,0.85,3,4,0.88,0.38,0.13,4.0
Historical,2025-12-19 18:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-19 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-19 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-19 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-19 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-19 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-20 07:00:00,TOTAL,Answerlink,1.0,1,247.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.94,0.07,0.07,2.0
Historical,2025-12-20 08:00:00,TOTAL,Answerlink,1.0,2,577.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.96,0.16,0.04,3.0
Historical,2025-12-20 09:00:00,TOTAL,Answerlink,1.0,5,507.8,0.0,30.0,,0.8,0.21,0.85,2,3,0.83,0.35,0.18,3.0
Historical,2025-12-20 10:00:00,TOTAL,Answerlink,1.0,5,352.6,0.0,30.0,,0.8,0.21,0.85,2,3,0.92,0.24,0.1,3.0
Historical,2025-12-20 11:00:00,TOTAL,Answerlink,1.0,5,366.75,0.0,30.0,,0.8,0.21,0.85,2,3,0.91,0.25,0.1,3.0
Historical,2025-12-20 12:00:00,TOTAL,Answerlink,1.0,1,1100.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.96,0.15,0.04,3.0
Historical,2025-12-20 13:00:00,TOTAL,Answerlink,1.0,5,406.8,0.0,30.0,,0.8,0.21,0.85,2,3,0.89,0.28,0.12,3.0
Historical,2025-12-20 14:00:00,TOTAL,Answerlink,1.0,4,698.75,0.0,30.0,,0.8,0.21,0.85,3,4,0.96,0.26,0.05,4.0
Historical,2025-12-20 15:00:00,TOTAL,Answerlink,1.0,2,163.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.92,0.09,0.09,2.0
Historical,2025-12-20 16:00:00,TOTAL,Answerlink,1.0,2,322.5,0.0,30.0,,0.8,0.21,0.85,1,2,0.83,0.18,0.18,2.0
Historical,2025-12-20 17:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-20 18:00:00,TOTAL,Answerlink,1.0,1,375.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.9,0.1,0.1,2.0
Historical,2025-12-20 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-20 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-20 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-21 07:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-21 08:00:00,TOTAL,Answerlink,1.0,1,328.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.92,0.09,0.09,2.0
Historical,2025-12-21 09:00:00,TOTAL,Answerlink,1.0,4,583.33,0.0,30.0,,0.8,0.21,0.85,2,3,0.85,0.32,0.16,3.0
Historical,2025-12-21 10:00:00,TOTAL,Answerlink,1.0,3,282.75,0.0,30.0,,0.8,0.21,0.85,2,3,0.98,0.12,0.02,3.0
Historical,2025-12-21 11:00:00,TOTAL,Answerlink,1.0,4,462.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.9,0.26,0.1,3.0
Historical,2025-12-21 12:00:00,TOTAL,Answerlink,1.0,5,391.4,0.0,30.0,,0.8,0.21,0.85,2,3,0.9,0.27,0.12,3.0
Historical,2025-12-21 13:00:00,TOTAL,Answerlink,1.0,2,307.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.84,0.17,0.17,2.0
Historical,2025-12-21 14:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-21 15:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-21 16:00:00,TOTAL,Answerlink,1.0,1,343.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.91,0.1,0.1,2.0
Historical,2025-12-21 17:00:00,TOTAL,Answerlink,1.0,1,0.0,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-21 18:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-21 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-21 20:00:00,TOTAL,Answerlink,1.0,1,0.0,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-21 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-22 07:00:00,TOTAL,Answerlink,1.0,1,0.0,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-22 08:00:00,TOTAL,Answerlink,1.0,6,434.72,0.0,30.0,,0.8,0.21,0.85,2,3,0.82,0.36,0.19,3.0
Historical,2025-12-22 09:00:00,TOTAL,Answerlink,1.0,7,902.0,0.0,30.0,,0.8,0.21,0.85,4,6,0.89,0.44,0.12,6.0
Historical,2025-12-22 10:00:00,TOTAL,Answerlink,1.0,14,848.8,0.0,30.0,,0.8,0.21,0.85,6,8,0.87,0.55,0.14,8.0
Historical,2025-12-22 11:00:00,TOTAL,Answerlink,1.0,21,574.72,0.0,30.0,,0.8,0.21,0.85,6,8,0.87,0.56,0.15,8.0
Historical,2025-12-22 12:00:00,TOTAL,Answerlink,1.0,17,551.41,0.0,30.0,,0.8,0.21,0.85,5,7,0.87,0.52,0.15,7.0
Historical,2025-12-22 13:00:00,TOTAL,Answerlink,1.0,21,533.61,0.0,30.0,,0.8,0.21,0.85,6,8,0.9,0.52,0.11,8.0
Historical,2025-12-22 14:00:00,TOTAL,Answerlink,1.0,12,853.57,0.0,30.0,,0.8,0.21,0.85,5,7,0.81,0.57,0.2,7.0
Historical,2025-12-22 15:00:00,TOTAL,Answerlink,1.0,11,631.11,0.0,30.0,,0.8,0.21,0.85,4,6,0.86,0.48,0.16,6.0
Historical,2025-12-22 16:00:00,TOTAL,Answerlink,1.0,10,541.2,0.0,30.0,,0.8,0.21,0.85,4,6,0.93,0.38,0.08,6.0
Historical,2025-12-22 17:00:00,TOTAL,Answerlink,1.0,4,520.25,0.0,30.0,,0.8,0.21,0.85,2,3,0.88,0.29,0.13,3.0
Historical,2025-12-22 18:00:00,TOTAL,Answerlink,1.0,1,473.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.88,0.13,0.13,2.0
Historical,2025-12-22 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-22 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-22 21:00:00,TOTAL,Answerlink,1.0,1,599.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.84,0.17,0.17,2.0
Historical,2025-12-22 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-22 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-23 07:00:00,TOTAL,Answerlink,1.0,4,300.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.96,0.17,0.05,3.0
Historical,2025-12-23 08:00:00,TOTAL,Answerlink,1.0,9,472.65,0.0,30.0,,0.8,0.21,0.85,3,4,0.88,0.39,0.14,4.0
Historical,2025-12-23 09:00:00,TOTAL,Answerlink,1.0,7,415.63,0.0,30.0,,0.8,0.21,0.85,3,4,0.95,0.27,0.05,4.0
Historical,2025-12-23 10:00:00,TOTAL,Answerlink,1.0,14,380.4,0.0,30.0,,0.8,0.21,0.85,4,6,0.94,0.37,0.07,6.0
Historical,2025-12-23 11:00:00,TOTAL,Answerlink,1.0,14,555.07,0.0,30.0,,0.8,0.21,0.85,4,6,0.81,0.54,0.22,6.0
Historical,2025-12-23 12:00:00,TOTAL,Answerlink,1.0,12,489.45,0.0,30.0,,0.8,0.21,0.85,4,6,0.92,0.41,0.1,6.0
Historical,2025-12-23 13:00:00,TOTAL,Answerlink,1.0,8,580.14,0.0,30.0,,0.8,0.21,0.85,3,4,0.85,0.43,0.17,4.0
Historical,2025-12-23 14:00:00,TOTAL,Answerlink,1.0,13,725.89,0.0,30.0,,0.8,0.21,0.85,5,7,0.86,0.52,0.15,7.0
Historical,2025-12-23 15:00:00,TOTAL,Answerlink,1.0,5,387.88,0.0,30.0,,0.8,0.21,0.85,2,3,0.9,0.27,0.11,3.0
Historical,2025-12-23 16:00:00,TOTAL,Answerlink,1.0,2,171.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.92,0.1,0.1,2.0
Historical,2025-12-23 17:00:00,TOTAL,Answerlink,1.0,5,639.0,0.0,30.0,,0.8,0.21,0.85,3,4,0.94,0.3,0.07,4.0
Historical,2025-12-23 18:00:00,TOTAL,Answerlink,1.0,3,636.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.9,0.26,0.11,3.0
Historical,2025-12-23 19:00:00,TOTAL,Answerlink,1.0,2,644.33,0.0,30.0,,0.8,0.21,0.85,2,3,0.95,0.18,0.05,3.0
Historical,2025-12-23 20:00:00,TOTAL,Answerlink,1.0,3,1286.33,0.0,30.0,,0.8,0.21,0.85,3,4,0.9,0.36,0.11,4.0
Historical,2025-12-23 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-23 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-23 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-26 07:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-26 08:00:00,TOTAL,Answerlink,1.0,7,645.62,0.0,30.0,,0.8,0.21,0.85,3,4,0.86,0.42,0.16,4.0
Historical,2025-12-26 09:00:00,TOTAL,Answerlink,1.0,7,608.67,0.0,30.0,,0.8,0.21,0.85,3,4,0.88,0.39,0.14,4.0
Historical,2025-12-26 10:00:00,TOTAL,Answerlink,1.0,8,728.29,0.0,30.0,,0.8,0.21,0.85,4,6,0.91,0.4,0.09,6.0
Historical,2025-12-26 11:00:00,TOTAL,Answerlink,1.0,14,445.16,0.0,30.0,,0.8,0.21,0.85,4,6,0.9,0.43,0.11,6.0
Historical,2025-12-26 12:00:00,TOTAL,Answerlink,1.0,5,1023.87,0.0,30.0,,0.8,0.21,0.85,4,6,0.94,0.36,0.06,6.0
Historical,2025-12-26 13:00:00,TOTAL,Answerlink,1.0,8,654.04,0.0,30.0,,0.8,0.21,0.85,4,6,0.94,0.36,0.07,6.0
Historical,2025-12-26 14:00:00,TOTAL,Answerlink,1.0,6,582.42,0.0,30.0,,0.8,0.21,0.85,3,4,0.92,0.32,0.08,4.0
Historical,2025-12-26 15:00:00,TOTAL,Answerlink,1.0,7,888.04,0.0,30.0,,0.8,0.21,0.85,4,6,0.89,0.43,0.11,6.0
Historical,2025-12-26 16:00:00,TOTAL,Answerlink,1.0,5,368.4,0.0,30.0,,0.8,0.21,0.85,2,3,0.91,0.26,0.1,3.0
Historical,2025-12-26 17:00:00,TOTAL,Answerlink,1.0,2,474.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.97,0.13,0.03,3.0
Historical,2025-12-26 18:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-26 19:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-26 20:00:00,TOTAL,Answerlink,1.0,1,240.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.94,0.07,0.07,2.0
Historical,2025-12-26 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-26 22:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-26 23:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-27 07:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-27 08:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-27 09:00:00,TOTAL,Answerlink,1.0,4,268.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.97,0.15,0.04,3.0
Historical,2025-12-27 10:00:00,TOTAL,Answerlink,1.0,2,645.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.95,0.18,0.05,3.0
Historical,2025-12-27 11:00:00,TOTAL,Answerlink,1.0,5,538.6,0.0,30.0,,0.8,0.21,0.85,2,3,0.81,0.37,0.2,3.0
Historical,2025-12-27 12:00:00,TOTAL,Answerlink,1.0,2,835.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.92,0.23,0.09,3.0
Historical,2025-12-27 13:00:00,TOTAL,Answerlink,1.0,3,536.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.93,0.22,0.08,3.0
Historical,2025-12-27 14:00:00,TOTAL,Answerlink,1.0,4,513.16,0.0,30.0,,0.8,0.21,0.85,2,3,0.88,0.29,0.13,3.0
Historical,2025-12-27 15:00:00,TOTAL,Answerlink,1.0,1,460.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.88,0.13,0.13,2.0
Historical,2025-12-27 16:00:00,TOTAL,Answerlink,1.0,1,560.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.85,0.16,0.16,2.0
Historical,2025-12-27 17:00:00,TOTAL,Answerlink,1.0,2,644.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.95,0.18,0.05,3.0
Historical,2025-12-27 18:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-27 19:00:00,TOTAL,Answerlink,1.0,1,149.0,0.0,30.0,,0.8,0.21,0.85,1,2,0.97,0.04,0.04,2.0
Historical,2025-12-27 20:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-27 21:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-28 07:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-28 08:00:00,TOTAL,Answerlink,1.0,3,401.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.96,0.17,0.05,3.0
Historical,2025-12-28 09:00:00,TOTAL,Answerlink,1.0,3,601.0,0.0,30.0,,0.8,0.21,0.85,2,3,0.91,0.25,0.1,3.0
Historical,2025-12-28 10:00:00,TOTAL,Answerlink,1.0,2,0.0,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-28 11:00:00,TOTAL,Answerlink,1.0,8,518.8,0.0,30.0,,0.8,0.21,0.85,3,4,0.88,0.38,0.13,4.0
Historical,2025-12-28 12:00:00,TOTAL,Answerlink,1.0,0,,0.0,30.0,,0.8,0.21,0.85,1,1,1.0,0.0,0.0,1.0
Historical,2025-12-28 13:00:00,TOTAL,Answerlink,1.0,2,650.5,0.0,30.0,,0.8,0.21,0.85,2,3,0.95,0.18,0.06,3.0
